date,000100_close,000100_predict,000002_close,000002_predict,600703_close,600703_predict,000708_close,000708_predict,601390_close,601390_predict,601318_close,601318_predict,601668_close,601668_predict,601857_close,601857_predict,300035_close,300035_predict,600111_close,600111_predict,600011_close,600011_predict,600406_close,600406_predict,002236_close,002236_predict,600809_close,600809_predict,600346_close,600346_predict,000651_close,000651_predict,002241_close,002241_predict,000977_close,000977_predict,600893_close,600893_predict,000002_value,000100_value,000651_value,000708_value,000977_value,002236_value,002241_value,300035_value,600011_value,600111_value,600346_value,600406_value,600703_value,600809_value,600893_value,601318_value,601390_value,601668_value,601857_value,000100_return,000002_return,600703_return,000708_return,601390_return,601318_return,601668_return,601857_return,300035_return,600111_return,600011_return,600406_return,002236_return,600809_return,600346_return,000651_return,002241_return,000977_return,600893_return
2010-01-20,5.61,,9.76,15.1188,68.97,70.405,11.31,,5.89,,48.96,66.762,4.42,6.32,13.67,17.5,42.98,,26.45,,7.8,9.8,50.18,,71.99,,39.25,,7.96,,25.29,,31.75,24.314300000000003,15.03,,28.01,,10731325.1728,1647618.3718,4750960.4325,508280.9909,323145.0,480893.2,762000.0,264327.0,9403199.0832,2135435.46,167160.0,1279891.08,1697937.5933,1699227.222,1525947.317,35961381.1233,12545641.1,13260000.0,250189676.6772,-0.04915254237288136,-0.02982107355864816,-0.03227164304756558,-0.055926544240400666,-0.03442622950819674,-0.03202846975088958,-0.02428256070640189,-0.012996389891696714,-0.05496921723834658,-0.03607871720116629,-0.027431421446383997,-0.005154639175257714,-0.04636375678897864,-0.014809236947791238,-0.044417767106842754,-0.027307692307692366,-0.04654654654654644,0.0,-0.05626684636118595
2010-01-21,5.69,,9.8,15.1188,65.6,70.405,11.16,,5.9,,49.93,66.762,4.43,6.32,13.51,17.5,42.99,,25.97,,7.78,9.8,51.99,,72.45,,39.08,,8.01,,24.63,,30.6,24.314300000000003,15.03,,27.58,,10775306.0136,1671113.8209,4626973.3275,501539.8637,323145.0,483966.0,734400.0,264388.5,9379088.3163,2096682.756,168210.0,1326056.94,1614973.2654,1691867.5118,1502521.4924,36673851.2967,12566941.0,13290000.0,247261341.0321,0.01426024955436711,0.004098360655737876,-0.04886182398144123,-0.01326259946949604,0.0016977928692700761,0.019812091503268014,0.002262443438914019,-0.011704462326261877,0.00023266635644492162,-0.018147448015122913,-0.002564102564102555,0.03607014746911119,0.006389776357827559,-0.004331210191082846,0.006281407035175768,-0.0260972716488731,-0.03622047244094484,0.0,-0.015351660121385335
2010-01-22,5.59,,9.55,15.1188,61.8,70.405,10.94,,6.11,,49.97,66.762,4.41,6.32,13.53,17.5,40.88,,24.75,,7.71,9.8,50.96,,70.67,,37.81,,8.05,,24.0,,29.31,24.314300000000003,13.53,,26.68,,10500425.7582,1641744.5095,4508622.0,491652.8771,290895.0,472075.6,703440.0,251412.0,9294700.6322,1998186.3,169050.0,1299785.76,1521422.9848,1636886.1469,1453490.6968,36703231.51,13014238.9,13230000.0,247627382.9878,-0.017574692442882345,-0.025510204081632626,-0.05792682926829262,-0.01971326164874554,0.035593220338983045,0.0008011215701981822,-0.004514672686230181,0.001480384900073961,-0.04908118167015585,-0.04697728147862912,-0.00899742930591263,-0.019811502211963816,-0.02456866804692892,-0.032497441146366324,0.004993757802746579,-0.025578562728379994,-0.04215686274509811,-0.09980039920159678,-0.03263234227701228
2010-01-25,5.28,,9.52,15.95,62.87,99.0,11.1,,5.96,,49.75,66.762,4.41,6.32,13.39,17.5,39.64,,24.1,,7.72,9.8,51.4,,69.08,,38.03,,8.34,,24.04,,29.83,24.314300000000003,13.4,,27.17,,10467440.1275,1550699.644,4516136.37,498843.4128,288100.0,461454.4,715920.0,243786.0,9306756.0157,1945708.68,175140.0,1311008.4,1547764.7744,1646410.4778,1480185.2411,36541640.3367,12694740.4,13230000.0,245065089.2983,-0.05545617173524142,-0.003141361256544628,0.017313915857605222,0.014625228519195677,-0.02454991816693952,-0.0044026415849509615,0.0,-0.010347376201034653,-0.03033268101761255,-0.02626262626262621,0.0012970168612191912,0.008634222919937207,-0.022498938729305307,0.005818566516794466,0.03602484472049672,0.0016666666666667052,0.017741385192767023,-0.009608277900960749,0.01836581709145424
2010-01-26,5.24,,9.22,15.95,61.0,99.0,11.69,,5.81,,48.64,66.762,4.27,6.15,13.15,16.7333,39.95,,23.34,,7.41,9.8,50.1,,68.44,,38.59,,8.85,,23.96,,28.8,24.314300000000003,13.05,,25.92,,10137583.821,1538951.9195,4501107.63,525358.5131,280575.0,457179.2,691200.0,245692.5,8933039.129,1884350.232,185850.0,1277850.6,1501728.1889,1670654.2292,1412086.9139,35726339.4166,12375241.9,12810000.0,240672585.8307,-0.007575757575757569,-0.031512605042016695,-0.029743916017178296,0.053153153153153054,-0.025167785234899376,-0.02231155778894467,-0.031746031746031855,-0.017923823749066536,0.00782038345105951,-0.03153526970954368,-0.04015544041450769,-0.02529182879377423,-0.00926462072958889,0.01472521693399953,0.06115107913669071,-0.0033277870216305017,-0.03452899765336903,-0.026119402985074647,-0.046006624953993325
2010-01-27,5.3,,9.29,15.95,61.0,79.285,12.47,,5.76,,47.61,66.762,4.26,6.15,13.14,17.3333,39.69,,23.16,,7.37,9.8,52.88,,68.0,,38.57,,8.4,,23.99,,27.98,24.314300000000003,12.7,,25.72,,10214550.2925,1556573.5063,4506743.4075,560412.3746,273050.0,454240.0,671520.0,244093.5,8884817.5953,1869817.968,176400.0,1348757.28,1501728.1889,1669788.381,1401191.1815,34969798.9232,12268742.4,12780000.0,240489564.8529,0.011450381679389166,0.007592190889370798,0.0,0.06672369546621049,-0.008605851979345935,-0.02117598684210531,-0.0023419203747072626,-0.0007604562737641984,-0.006508135168961315,-0.007712082262210762,-0.005398110661268607,0.055489021956087736,-0.006428988895382792,-0.0005182689816015662,-0.05084745762711862,0.0012520868113521377,-0.028472222222222232,-0.026819923371647625,-0.007716049382716195
2010-01-28,5.3,,9.41,15.95,60.97,79.285,12.47,,5.75,,46.79,66.762,4.28,6.3667,13.12,17.5,39.19,,23.31,,7.29,9.5333,51.75,,68.38,,39.38,,7.98,,24.41,,28.64,24.314300000000003,12.99,,26.62,,10346492.8151,1556573.5063,4585644.2925,560412.3746,279285.0,456778.4,687360.0,241018.5,8788374.5278,1881928.188,167580.0,1319935.5,1500989.6341,1704855.2358,1450221.9771,34367504.5498,12247442.5,12840000.0,240123522.8972,0.0,0.012917115177610405,-0.0004918032786885851,0.0,-0.0017361111111110494,-0.01722327242176014,0.0046948356807512415,-0.0015220700152207556,-0.01259763164525074,0.006476683937823857,-0.01085481682496614,-0.02136913767019677,0.005588235294117672,0.02100077780658549,-0.050000000000000044,0.017507294706127663,0.02358827734095792,0.022834645669291387,0.03499222395023338
2010-01-29,5.42,,9.34,15.95,62.07,79.285,12.58,,5.72,,46.47,66.762,4.26,6.3667,13.08,17.5,38.96,,23.14,,7.36,9.5333,52.28,,69.9,,39.95,,7.96,,23.94,,30.2,24.314300000000003,14.29,,27.03,,10269526.3436,1591816.68,4497350.445,565355.8678,307235.0,466932.0,724800.0,239604.0,8872762.2118,1868203.272,167160.0,1333453.68,1528069.9784,1729531.9113,1472558.2285,34132462.8431,12183542.8,12780000.0,239391438.9859,0.02264150943396226,-0.007438894792773709,0.01804165983270467,0.008821170809943712,-0.00521739130434784,-0.006839068176960894,-0.004672897196261738,-0.0030487804878047697,-0.005868844092880798,-0.007293007293007192,0.009602194787380114,0.010241545893719728,0.022228721848493782,0.014474352463179185,-0.0025062656641604564,-0.019254403932814412,0.0544692737430168,0.10007698229407236,0.015401953418482384
2010-02-01,5.39,,9.41,15.95,59.29,79.285,12.16,,5.66,,47.85,66.762,4.22,6.3667,12.83,17.5,37.5,,21.85,,7.18,9.5333,50.71,,68.0,,40.24,,7.63,,24.39,,29.24,24.314300000000003,12.98,,26.63,,10346492.8151,1583005.8866,4581887.1075,546480.7117,279070.0,454240.0,701760.0,230625.0,8655765.3099,1764055.38,160230.0,1293409.26,1459630.5626,1742086.7112,1450766.7637,35146080.2032,12055743.4,12660000.0,234815914.5405,-0.005535055350553542,0.007494646680942241,-0.04478814241984863,-0.03338632750397452,-0.010489510489510412,0.029696578437701904,-0.009389671361502372,-0.01911314984709478,-0.03747433264887068,-0.055747623163353466,-0.024456521739130488,-0.030030604437643493,-0.027181688125894166,0.007259073842302843,-0.041457286432160845,0.018796992481203034,-0.03178807947019868,-0.0916724982505247,-0.014798372179060326
2010-02-02,5.46,,9.28,15.745,59.77,79.285,12.0,,5.62,,47.45,66.762,4.19,6.3667,12.82,17.5,37.8,,22.06,,7.18,9.5333,49.43,,67.5,,40.2,,7.55,,24.45,,28.19,24.314300000000003,12.93,,26.65,,10203555.0823,1603564.4046,4593158.6625,539290.176,277995.0,450900.0,676560.0,232470.0,8655765.3099,1781009.688,158550.0,1260761.58,1471447.4402,1740355.0147,1451856.337,34852278.0698,11970543.8,12570000.0,234632893.5627,0.012987012987013102,-0.013815090329436841,0.00809580030359247,-0.013157894736842146,-0.007067137809187329,-0.008359456635318674,-0.007109004739336289,-0.000779423226812126,0.008000000000000007,0.009610983981693133,0.0,-0.025241569710116374,-0.007352941176470562,-0.0009940357852882276,-0.010484927916120546,0.002460024600245969,-0.03590971272229815,-0.0038520801232666546,0.0007510326699211589
2010-02-03,5.46,,9.45,15.8778,59.77,79.285,12.3,,5.77,,49.83,66.762,4.22,6.3667,13.04,17.5,37.65,,22.95,,7.35,9.32,48.97,,67.3,,39.67,,7.84,,25.08,,27.85,24.314300000000003,13.3,,27.24,,10390473.656,1603564.4046,4711509.99,552772.4304,285950.0,449564.0,668400.0,231547.5,8860706.8284,1852863.66,164640.0,1249028.82,1471447.4402,1717410.0356,1483998.7474,36600400.7633,12290042.3,12660000.0,238659355.0747,0.0,0.018318965517241326,0.0,0.025000000000000133,0.02669039145907459,0.05015806111696519,0.007159904534606021,0.01716068642745694,-0.003968253968253954,0.040344514959202105,0.023676880222841312,-0.009306089419380936,-0.002962962962963056,-0.013184079601990084,0.038410596026489996,0.025766871165644023,-0.012061014544164639,0.028615622583139988,0.022138836772983117
2010-02-04,5.43,,9.41,14.1389,60.19,79.285,12.13,,5.73,,49.3,66.762,4.27,6.3667,12.91,17.5,37.57,,22.53,,7.33,8.775,49.3,,67.98,,39.62,,7.99,,24.35,,28.55,24.314300000000003,14.63,,27.87,,10346492.8151,1594753.6112,4574372.7375,545132.4862,314545.0,454106.4,685200.0,231055.5,8836596.0615,1818955.044,167790.0,1257445.8,1481787.208,1715245.4149,1518320.3044,36211112.9366,12204842.7,12810000.0,236280082.363,-0.005494505494505586,-0.004232804232804144,0.007026936590262656,-0.013821138211382089,-0.006932409012131546,-0.010636162954043793,0.011848341232227444,-0.00996932515337412,-0.002124833997343867,-0.018300653594771177,-0.0027210884353741083,0.006738819685521813,0.010104011887072994,-0.001260398285858444,0.01913265306122458,-0.029106858054226303,0.025134649910233398,0.10000000000000009,0.023127753303964882
2010-02-05,5.22,,9.2,14.1389,62.6,79.285,11.5,,5.65,,48.07,66.762,4.19,6.3667,12.71,17.5,37.73,,21.83,,7.18,8.775,49.35,,67.55,,38.73,,8.49,,23.79,,28.31,24.314300000000003,15.15,,27.29,,10115593.4006,1533078.0572,4469171.5575,516819.752,325725.0,451234.0,679440.0,232039.5,8655765.3099,1762440.684,178290.0,1258721.1,1541117.7807,1676715.1671,1486722.6805,35307671.3765,12034443.5,12570000.0,232619662.8067,-0.03867403314917128,-0.022316684378321017,0.04003987373317841,-0.051937345424567294,-0.013961605584642212,-0.024949290060851892,-0.01873536299765788,-0.015491866769945739,0.004258717061485173,-0.031069684864625025,-0.02046384720327421,0.0010141987829614951,-0.006325389820535543,-0.022463402322059567,0.06257822277847302,-0.022997946611909792,-0.008406304728546532,0.035543403964456655,-0.020810907786150024
2010-02-08,5.24,,9.12,14.1389,56.34,85.85666666666667,11.66,,5.64,,48.09,66.762,4.19,6.45,12.7,17.5,38.24,,22.34,,7.19,9.56,49.8,,67.68,,38.18,,8.75,,23.63,,28.23,24.314300000000003,14.52,,26.71,,10027631.7188,1538951.9195,4439114.0775,524010.2877,312180.0,452102.4,677520.0,235176.0,8667820.6934,1803615.432,183750.0,1270198.8,1564477.0027,1652904.3398,1455125.0567,35322361.4832,12013143.6,12570000.0,232436641.8289,0.003831417624521105,-0.008695652173913104,-0.09999999999999998,0.013913043478260834,-0.0017699115044248481,0.00041605991262749775,0.0,-0.0007867820613691734,0.013517095149748304,0.02336234539624371,0.001392757660167332,0.009118541033434457,0.0019245003700962826,-0.01420087787245028,0.03062426383981154,-0.006725514922236275,-0.0028258565877781194,-0.04158415841584162,-0.02125320630267491
2010-02-09,5.31,,9.09,14.1389,54.36,85.85666666666667,11.55,,5.72,,48.73,66.762,4.2,6.45,12.76,17.5,38.17,,24.51,,7.26,9.56,51.16,,67.8,,38.0,,8.83,,23.13,,28.23,24.314300000000003,14.72,,26.59,,9994646.0882,1559510.4375,4345184.4525,519066.7944,316480.0,452904.0,677520.0,234745.5,8752208.3774,1978809.948,185430.0,1304886.96,1509495.3828,1645111.7054,1448587.6173,35792444.8966,12183542.8,12600000.0,233534767.6958,0.013358778625954137,-0.003289473684210509,-0.03514376996805124,-0.009433962264150941,0.014184397163120588,0.013308380120607088,0.0023866348448686736,0.0047244094488190225,-0.0018305439330543738,0.09713518352730532,0.009735744089012455,0.027309236947791193,0.0017730496453898237,-0.004714510214772094,0.00914285714285712,-0.021159542953872235,0.0,0.01377410468319562,-0.004492699363534247
2010-02-10,5.32,,9.21,14.1389,57.06,85.85666666666667,11.72,,5.71,,50.02,66.762,4.24,6.45,12.84,17.0,39.43,,24.13,,7.28,9.6778,52.65,,70.41,,38.27,,8.6,,23.83,,29.22,24.314300000000003,15.2,,27.1,,10126588.6108,1562447.3686,4476685.9275,526706.7386,326800.0,470338.8,701280.0,242494.5,8776319.1443,1948130.724,180600.0,1342890.9,1584470.319,1656800.657,1476371.7348,36739956.7767,12162242.9,12720000.0,234998935.5183,0.0018832391713747842,0.013201320132013361,0.04966887417218557,0.014718614718614687,-0.0017482517482516613,0.026472398932895658,0.00952380952380949,0.006269592476489061,0.03301021744825783,-0.015503875968992387,0.0027548209366392573,0.029124315871774886,0.03849557522123903,0.007105263157894726,-0.02604756511891282,0.03026372676178113,0.03506907545164717,0.032608695652173836,0.01918014291086889
2010-02-11,5.37,,9.28,14.1389,55.98,85.85666666666667,12.13,,5.71,,49.9,66.762,4.28,6.45,12.87,17.0,39.4,,25.44,,7.29,9.6778,51.91,,69.8,,38.81,,8.54,,24.21,,29.12,24.314300000000003,14.41,,27.03,,10203555.0823,1577132.0243,4548072.4425,545132.4862,309815.0,466264.0,698880.0,242310.0,8788374.5278,2053893.312,179340.0,1324016.46,1554480.3445,1680178.5602,1472558.2285,36651816.1367,12162242.9,12840000.0,235547998.4518,0.009398496240601517,0.007600434310531812,-0.018927444794952786,0.03498293515358353,0.0,-0.002399040383846529,0.009433962264151052,0.002336448598130758,-0.0007608419984783676,0.054289266473269926,0.0013736263736263687,-0.014055080721747437,-0.008663542110495692,0.014110269140318765,-0.006976744186046546,0.015946286193873282,-0.003422313483915085,-0.05197368421052628,-0.0025830258302582676
2010-02-12,5.55,,9.37,14.1389,58.28,85.85666666666667,12.14,,5.74,,50.08,66.762,4.28,6.45,13.01,17.0,39.85,,25.55,,7.35,9.6778,54.56,,72.2,,38.75,,8.49,,24.28,,29.3,24.314300000000003,14.4,,27.23,,10302511.9743,1629996.7849,4561222.59,545581.8947,309600.0,482296.0,703200.0,245077.5,8860706.8284,2062774.14,178290.0,1391607.36,1618347.8828,1677581.0154,1483453.9608,36784027.0967,12226142.6,12840000.0,238110292.1412,0.03351955307262555,0.00969827586206895,0.041086102179349826,0.0008244023083263663,0.005253940455341555,0.003607214428857697,0.0,0.01087801087801088,0.011421319796954377,0.004323899371069251,0.008230452674897082,0.0510498940473898,0.03438395415472795,-0.0015459933006957138,-0.005854800936768045,0.0028913672036348093,0.006181318681318659,-0.000693962526023606,0.007399186089530163
2010-02-22,5.58,,9.26,14.1389,57.92,85.85666666666667,12.2,,5.74,,49.08,66.762,4.3,6.45,12.92,17.0,39.29,,25.06,,7.31,9.6778,53.49,,71.13,,38.76,,8.77,,24.4,,28.79,24.314300000000003,14.71,,28.92,,10181564.6619,1638807.5784,4583765.7,548278.3456,316265.0,475148.4,690960.0,241633.5,8812485.2946,2023214.088,184170.0,1364315.94,1608351.2246,1678013.9395,1575522.8993,36049521.7633,12226142.6,12900000.0,236463103.3409,0.00540540540540535,-0.011739594450373425,-0.006177076183939589,0.0049423393739702615,0.0,-0.019968051118210872,0.004672897196261516,-0.006917755572636408,-0.014052697616060317,-0.019178082191780854,-0.0054421768707483276,-0.019611436950146666,-0.01481994459833802,0.0002580645161289752,0.03297997644287398,0.0049423393739702615,-0.017406143344709912,0.021527777777777812,0.0620639001101726
